text,aspect,label,
Our waiter took his sweet time bringing the menus and telling us the specials and it wasn't until almost 10:15 that we put our order in.,food,neutral,TRAINU_02950_003
"The lengthy menu includes the likes of mee krob (glass noodles with shrimp, chicken and pork in plum sauce), nur-yang-num-tok (barbecued flank steak served with a spicy sauce), pork with chili and basil leaves and spicy, bean curd coconut milk soup.",menu,neutral,TRAINU_02951_001
"The lengthy menu includes the likes of mee krob (glass noodles with shrimp, chicken and pork in plum sauce), nur-yang-num-tok (barbecued flank steak served with a spicy sauce), pork with chili and basil leaves and spicy, bean curd coconut milk soup.",food,positive,TRAINU_02951_002
"Limited menu but for STEAK,,, and giant onion and tomato salad.",menu,neutral,TRAINU_02952_001
"Limited menu but for STEAK,,, and giant onion and tomato salad.",food,positive,TRAINU_02952_002
"The food is ok, but not worth the prices.",food,positive,TRAINU_02953_001
"The food is ok, but not worth the prices.",price,negative,TRAINU_02953_002
Out waitress never came back to our table after taking our food orders.,staff,negative,TRAINU_02954_001
Out waitress never came back to our table after taking our food orders.,food,neutral,TRAINU_02954_002
One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,food,neutral,TRAINU_02955_001
One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,staff,negative,TRAINU_02955_002
"Like the other Bromberg Brothers establishments, expect the customer is always wrong attitude from the staff along with overpriced wines you never heard of, no bar, tiny waiting area and lousy desserts.",miscellaneous,negative,TRAINU_02956_001
"Like the other Bromberg Brothers establishments, expect the customer is always wrong attitude from the staff along with overpriced wines you never heard of, no bar, tiny waiting area and lousy desserts.",staff,negative,TRAINU_02956_002
"i ate here with a friend by default-- we were in the meatpacking district on a saturday night, every place in the area was pretty much booked, we were hungry, i only drink sake, and he was treating :).",place,neutral,TRAINU_02957_001
"i ate here with a friend by default-- we were in the meatpacking district on a saturday night, every place in the area was pretty much booked, we were hungry, i only drink sake, and he was treating :).",food,neutral,TRAINU_02957_002
"Anyway the food was really good, the portions are not big however very filling and exceptionally good.",food,positive,TRAINU_02958_001
"I had a reservation for a Staurday night and after a 1 hour and 45 minute wait, we still were not seated!!",miscellaneous,neutral,TRAINU_02959_001
"Granted, it's loud and sometimes obnoxious and it's such a pain to get seats for, but the the food is great.",food,positive,TRAINU_02960_002
"Besides, they used to be much more accommodating when I used to request a jalebi paratha instad of a plain naan as part of the brunch price.",price,neutral,TRAINU_02961_002
they didn't have to change anything about the menu except add a leg of chicken seperatley and the guy mumbled very rudely that I had already ordered and I should've decided earlier.,menu,neutral,TRAINU_02962_001
they didn't have to change anything about the menu except add a leg of chicken seperatley and the guy mumbled very rudely that I had already ordered and I should've decided earlier.,staff,negative,TRAINU_02962_002
"The place was small and simple, but I never cared about service or decor.",place,positive,TRAINU_02963_001
"The place was small and simple, but I never cared about service or decor.",ambience,negative,TRAINU_02963_002
"It's very cheap, food is great you can bring your own bottle of wine (saves sooo much money) The waiters will uncork it bring you glasses too !",miscellaneous,neutral,TRAINU_02964_003
"I'm also a big fan of the chicken pizza on their new bar menu (no bread - weird, huh?",menu,neutral,TRAINU_02965_001
"I'm also a big fan of the chicken pizza on their new bar menu (no bread - weird, huh?",food,positive,TRAINU_02965_002
"Upon calling to reserve a table outside for Brunch, the manager requested a cc nbr to secure the table for 6 (I was 8 months pregnant and there was a little baby).",food,neutral,TRAINU_02966_001
"Upon calling to reserve a table outside for Brunch, the manager requested a cc nbr to secure the table for 6 (I was 8 months pregnant and there was a little baby).",staff,negative,TRAINU_02966_002
Each dish is carefully prepared and is a tribute to the ingredients being served.,food,positive,TRAINU_02967_001
Each dish is carefully prepared and is a tribute to the ingredients being served.,ambience,positive,TRAINU_02967_002
Each dish is carefully prepared and is a tribute to the ingredients being served.,service,positive,TRAINU_02967_003
"1 hour for water, 1 hour for drinks, 1 hour for food, as you can see we were there for almost 5 hours before our bill came, not for enjoyment but pure frustration.",food,neutral,TRAINU_02968_001
"1 hour for water, 1 hour for drinks, 1 hour for food, as you can see we were there for almost 5 hours before our bill came, not for enjoyment but pure frustration.",price,neutral,TRAINU_02968_002
"The service was good, if a little slow, and the place was very crowded (which can be comforting, but on a date it may be hard with the constant noise).",service,positive,TRAINU_02969_001
The bar had a hip DJ and the crowd was ultra chic.,place,neutral,TRAINU_02970_001
The bar had a hip DJ and the crowd was ultra chic.,staff,positive,TRAINU_02970_002
The bar had a hip DJ and the crowd was ultra chic.,miscellaneous,neutral,TRAINU_02970_003
Those waiting inside to get a free table and waitresses carlessly walking by only served to make matters worse.,miscellaneous,neutral,TRAINU_02971_002
"The wait time for food can be long, so don't dine here if you're in a hurry.",service,negative,TRAINU_02972_001
"The wait time for food can be long, so don't dine here if you're in a hurry.",food,neutral,TRAINU_02972_002
"Our waitress recommended the coffee flan for dessert, and we didn't regret it.",staff,positive,TRAINU_02973_001
"Our waitress recommended the coffee flan for dessert, and we didn't regret it.",food,positive,TRAINU_02973_002
We had to flag down the waiter even to refill water glasses!,staff,negative,TRAINU_02974_001
We had to flag down the waiter even to refill water glasses!,miscellaneous,neutral,TRAINU_02974_002
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr.",staff,negative,TRAINU_02975_002
Portions enough for 2 meals.,food,neutral,TRAINU_02976_002
"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.",service,positive,TRAINU_02977_001
"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.",food,neutral,TRAINU_02977_002
"brunch menu had nice variety to choose from, miniblueberrrymuffins better than some bakeries, included in their price mimosa/bloody mary's were nice.",price,neutral,TRAINU_02978_002
"The food was good, the service was fine, and the place has a lot of visual atmosphere, but I would not go back unless I was stuck eating with someone I didn't want to listen to.",place,positive,TRAINU_02979_001
"The food was good, the service was fine, and the place has a lot of visual atmosphere, but I would not go back unless I was stuck eating with someone I didn't want to listen to.",ambience,positive,TRAINU_02979_002
"I had the lentils and cous cous for lunch the next day because my friend and I had appetizers before our entrees-- portions are pretty decent for the price, and tasty to boot.",price,neutral,TRAINU_02980_003
The atmosphere was really nice and inviting but our waiter was awful!,ambience,positive,TRAINU_02981_001
The atmosphere was really nice and inviting but our waiter was awful!,staff,negative,TRAINU_02981_002
The waiter never once came back to our table to ask how our meal was OR if we needed another drink.,staff,negative,TRAINU_02982_001
The waiter never once came back to our table to ask how our meal was OR if we needed another drink.,food,neutral,TRAINU_02982_002
"then, the waiter had nerve to charge me for the fruit salad and bloody mary (which we didn't drink) that came with the omelet (brunch special).",staff,negative,TRAINU_02983_001
"then, the waiter had nerve to charge me for the fruit salad and bloody mary (which we didn't drink) that came with the omelet (brunch special).",food,neutral,TRAINU_02983_002
"some sweaty so frazzled, when we returned both an app and entree, the manager didn't even come to speak to us.",food,neutral,TRAINU_02984_001
"some sweaty so frazzled, when we returned both an app and entree, the manager didn't even come to speak to us.",staff,negative,TRAINU_02984_002
"The food wasn't impressive either- I was expecting huge portions, but my lobster ravioli was only 4 medium sized pieces, and I've tasted better at other restaurants.",food,negative,TRAINU_02985_001
"Even though it wasn't totally full, the waitress had to RUN around the restaurant, and the drinks and the food took a LONG time to arrive.",staff,negative,TRAINU_02986_001
"Even though it wasn't totally full, the waitress had to RUN around the restaurant, and the drinks and the food took a LONG time to arrive.",food,neutral,TRAINU_02986_002
The bright point of dinner was dessrt.,food,positive,TRAINU_02987_002
For dinner we decided to take our servers advice and order several items to share.,food,neutral,TRAINU_02988_001
For dinner we decided to take our servers advice and order several items to share.,staff,positive,TRAINU_02988_002
"I have worked in the restaurant industry for 5 years, and so am understanding of things out of my server's control, and I have never experienced such poor service!",staff,negative,TRAINU_02989_001
"I have worked in the restaurant industry for 5 years, and so am understanding of things out of my server's control, and I have never experienced such poor service!",service,negative,TRAINU_02989_002
"I expected professionals, but was instead met with an amateur waitstaff that made several ominous errors during the course of the meal.",staff,negative,TRAINU_02990_001
"I expected professionals, but was instead met with an amateur waitstaff that made several ominous errors during the course of the meal.",food,neutral,TRAINU_02990_002
"The Service was en pointe and I felt like the servers were always aware of our wants, whether it was punctual refill of water, new napkins, etc.",staff,positive,TRAINU_02991_001
"The Service was en pointe and I felt like the servers were always aware of our wants, whether it was punctual refill of water, new napkins, etc.",food,neutral,TRAINU_02991_002
"Although it lacks the patina of places like Peter Luger's and Sparks, it still has a steakhouse's telltale wood paneling, chalkboard specials and decorative wine bottles.",food,positive,TRAINU_02992_002
"I dined there on a Wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.",staff,negative,TRAINU_02993_001
"I dined there on a Wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.",menu,neutral,TRAINU_02993_002
"I dined there on a Wednesday night, the restaurant was practically empty, and we had to ask our waiter for everything, the menu, more water, the check, etc.",food,neutral,TRAINU_02993_003
Food and Service of the same high quality elsewhere in NY would have been twice the cost.,food,neutral,TRAINU_02994_001
Food and Service of the same high quality elsewhere in NY would have been twice the cost.,price,negative,TRAINU_02994_002
The presentation of some of the dishes and desserts were great but taste and quality of the food was sub-par especially for the prices that we were paying.,food,negative,TRAINU_02995_001
The presentation of some of the dishes and desserts were great but taste and quality of the food was sub-par especially for the prices that we were paying.,price,negative,TRAINU_02995_002
"i had the smallest martini, which the waiter spilled part of.",staff,negative,TRAINU_02996_002
"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",service,positive,TRAINU_02997_001
"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",food,neutral,TRAINU_02997_002
"This place basically has the same menu as Penang but everything is cheaper, including the atmosphere.",menu,neutral,TRAINU_02998_001
"Half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.",staff,negative,TRAINU_02999_001
"Half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.",miscellaneous,neutral,TRAINU_02999_002
"The last three times I've called (in addition to asking me to wait for a long time before taking my order), they've given me grief about asking for delivery even though my address is clearly within the map printed on the menu, just because the delivery guy gets mad if he has to go out of his way.",menu,neutral,TRAINU_03000_001
"The last three times I've called (in addition to asking me to wait for a long time before taking my order), they've given me grief about asking for delivery even though my address is clearly within the map printed on the menu, just because the delivery guy gets mad if he has to go out of his way.",staff,negative,TRAINU_03000_002
"The chips and salsa are good, but the meal is not worth the wait.",food,positive,TRAINU_03001_001
"We were a bit chatty so it took us a while to decide what to order, but when we made it abundantly clear we were ready (closed the menu, looked around for our waiter) he was slammed from the recent filling of the space.",menu,neutral,TRAINU_03002_001
"We were a bit chatty so it took us a while to decide what to order, but when we made it abundantly clear we were ready (closed the menu, looked around for our waiter) he was slammed from the recent filling of the space.",staff,negative,TRAINU_03002_002
"But once we spoke up (and they figured out what happened with the menus) they re-did the dish in a butter sage sauce, which was awesome.",menu,neutral,TRAINU_03003_001
"But once we spoke up (and they figured out what happened with the menus) they re-did the dish in a butter sage sauce, which was awesome.",food,positive,TRAINU_03003_002
"the food sounded good enough on paper, with lots of clever names and interesting choices, but once we bit in, the dishes were all pretty bland.",food,positive,TRAINU_03004_001
"the food sounded good enough on paper, with lots of clever names and interesting choices, but once we bit in, the dishes were all pretty bland.",miscellaneous,negative,TRAINU_03004_002
"We tried explaining nicely to them that we were just finishing up a drink, and after a brief, unprofessional discussion with the two waiters, they told us never to come back again.",food,neutral,TRAINU_03005_001
"We tried explaining nicely to them that we were just finishing up a drink, and after a brief, unprofessional discussion with the two waiters, they told us never to come back again.",staff,negative,TRAINU_03005_002
"The food and decor is above average, but it is clear the restaurant has bad management and service.",food,positive,TRAINU_03006_001
"The food and decor is above average, but it is clear the restaurant has bad management and service.",ambience,positive,TRAINU_03006_002
"The food and decor is above average, but it is clear the restaurant has bad management and service.",staff,negative,TRAINU_03006_003
"The food and decor is above average, but it is clear the restaurant has bad management and service.",service,negative,TRAINU_03006_004
"The strong suit of this place is the decor, alas we was seated and served by some guy who looked like he was out of a seedy 70's porn movie and everything went downhill after.",ambience,positive,TRAINU_03007_001
"The strong suit of this place is the decor, alas we was seated and served by some guy who looked like he was out of a seedy 70's porn movie and everything went downhill after.",service,negative,TRAINU_03007_002
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads.",staff,negative,TRAINU_03008_001
"We were able to get a table right away on Friday night, but we only saw our server twice and he failed to give us the specials, we overheard him tell the table right next to us after we had ordered and were already into our salads.",food,neutral,TRAINU_03008_002
"Our waiter (a real cutie) had to ask us twice for our entree selections, the coffee orders were wrong and after saying, no, thanks, the pepper man poised his mill above my friend's calamari dish and ground away.",staff,negative,TRAINU_03009_001
"Our waiter (a real cutie) had to ask us twice for our entree selections, the coffee orders were wrong and after saying, no, thanks, the pepper man poised his mill above my friend's calamari dish and ground away.",food,neutral,TRAINU_03009_002
"The waitress recommended four courses, not three, given their tiny size.",staff,negative,TRAINU_03010_001
"The waitress recommended four courses, not three, given their tiny size.",food,neutral,TRAINU_03010_002
"The waitress recommended four courses, not three, given their tiny size.",miscellaneous,negative,TRAINU_03010_003
"The servers were prompt and attentive, but the food arrived lukewarm (maybe it was served so quickly because it was pre-cooked and had been sitting out for a while) and was not all that flavorful.",food,negative,TRAINU_03011_001
"The servers were prompt and attentive, but the food arrived lukewarm (maybe it was served so quickly because it was pre-cooked and had been sitting out for a while) and was not all that flavorful.",service,positive,TRAINU_03011_002
"service is good although a bit in your face, we were asked every five mins if food was ok, but better that than being ignored.",service,positive,TRAINU_03012_001
After the rude waitress took our order we were sipping our drinks when the manager comes over and says we have to leave as the tables are reserved for dinner patrons.,staff,negative,TRAINU_03013_001
After the rude waitress took our order we were sipping our drinks when the manager comes over and says we have to leave as the tables are reserved for dinner patrons.,food,neutral,TRAINU_03013_002
"The Scene Service bustles through the energetic, sprawling space with the precision of expert merengue dancers, and everyone else goes along with the flow suggested by the tall, curving ceilings.",service,positive,TRAINU_03014_001
The host's explanation was they could not control when people finish dinner.,staff,negative,TRAINU_03016_001
The host's explanation was they could not control when people finish dinner.,food,neutral,TRAINU_03016_002
"Drinks took a while, and after a few rounds pf the we're sorry, we don't have this bottle sir routine.",food,neutral,TRAINU_03017_001
5 minutes later the same waitress came back to have us move to the next table so she could seat a party of 4.,staff,negative,TRAINU_03018_001
5 minutes later the same waitress came back to have us move to the next table so she could seat a party of 4.,miscellaneous,neutral,TRAINU_03018_002
Those of you who are sick of the standard Italian fare will be blown away by the food at Arezzo.,price,neutral,TRAINU_03019_001
Besides ordering single dishes you can also order family style.,food,neutral,TRAINU_03020_001
One price for dinner left for no surprises.,price,neutral,TRAINU_03021_001
One price for dinner left for no surprises.,food,neutral,TRAINU_03021_002
"If you go in, make sure to listen to the unbelievably loud microphone that the folks at the counter use to dictate orders to the cooks who stand about two feet behind them.",place,neutral,TRAINU_03023_001
"If you go in, make sure to listen to the unbelievably loud microphone that the folks at the counter use to dictate orders to the cooks who stand about two feet behind them.",staff,negative,TRAINU_03023_002
"Sure the food was - as always - very good, but we were quite outrageous about the waitress.",food,positive,TRAINU_03024_001
"Sure the food was - as always - very good, but we were quite outrageous about the waitress.",staff,negative,TRAINU_03024_002
"I followed my handsome waiter's suggestions for everything from my cranapple martini, BBQ duck tostada appetizer and rum-glazed pork tenerloin entree to the scandalously good brownie sundae.",staff,positive,TRAINU_03025_001
"I followed my handsome waiter's suggestions for everything from my cranapple martini, BBQ duck tostada appetizer and rum-glazed pork tenerloin entree to the scandalously good brownie sundae.",food,positive,TRAINU_03025_002
"The two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.",menu,neutral,TRAINU_03026_001
"The two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.",ambience,negative,TRAINU_03026_002
"After waiting more than 15 minutes for our order to be taken and then having the waitress not know how to make certain drinks, our party of 7 was obviously dissatisified.",staff,negative,TRAINU_03027_001
"After waiting more than 15 minutes for our order to be taken and then having the waitress not know how to make certain drinks, our party of 7 was obviously dissatisified.",food,neutral,TRAINU_03027_002
When we asked a waiter for an explanation of the long wait with some many empty tables he had no answer so we asked for the manager.,staff,negative,TRAINU_03028_001
When we asked a waiter for an explanation of the long wait with some many empty tables he had no answer so we asked for the manager.,place,neutral,TRAINU_03028_002
The Kitchen is only separated from its patrons by glass is immaculate and the service is undeniable heartfelt.,place,neutral,TRAINU_03029_001
The Kitchen is only separated from its patrons by glass is immaculate and the service is undeniable heartfelt.,service,positive,TRAINU_03029_002
"At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.",place,neutral,TRAINU_03030_001
"At our table we didn't get any bread until 30 minutes into the seating, which may I emphasize the waiter took really long to come to our table, about 20 minutes.",staff,negative,TRAINU_03030_002
I have been back for several dinners and lunchs and especially like the terrace when weather permits.,miscellaneous,neutral,TRAINU_03031_002
"I'm sorry, but the prices at Boi are outrageous for this type of cuisine.",price,negative,TRAINU_03032_001
"I'm sorry, but the prices at Boi are outrageous for this type of cuisine.",food,neutral,TRAINU_03032_002
if you do though just wait at the bar (yummy drinks!,place,neutral,TRAINU_03033_001
if you do though just wait at the bar (yummy drinks!,food,positive,TRAINU_03033_002
"The waitress took forever to take our order, we waited almost an hour for our appetizers, and then she asked us whether she even put the order in -- as if we would even know.",staff,negative,TRAINU_03034_001
"The waitress took forever to take our order, we waited almost an hour for our appetizers, and then she asked us whether she even put the order in -- as if we would even know.",food,neutral,TRAINU_03034_002
"Among us, we ordered a large sampling of the menu, and everyone thoroughly enjoyed their meal.",menu,neutral,TRAINU_03035_001
"Among us, we ordered a large sampling of the menu, and everyone thoroughly enjoyed their meal.",food,positive,TRAINU_03035_002
Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.,food,neutral,TRAINU_03036_002
Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.,price,neutral,TRAINU_03036_003
Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.,menu,neutral,TRAINU_03036_004
"Don't expect trendy atmosphere: room looks like it could have been designed in 1940s, but who cares - it's actually comfortable and inviting; with great food and unbeatable value, you can't go wrong.",miscellaneous,negative,TRAINU_03037_003
The menu was much too narrow - 4 pastas and 6 meat dishes or so.,menu,neutral,TRAINU_03038_001
The menu was much too narrow - 4 pastas and 6 meat dishes or so.,food,negative,TRAINU_03038_002
When you feel like eating again an hour later (portions are small) at least you won't feel as regretful about ordering take-out.,food,neutral,TRAINU_03039_002
"warm orangey glow, nice old mexican prints, wee bar that my bf and i vowed to go back and linger at.",miscellaneous,positive,TRAINU_03040_001
This is the perfect spot to meet up with friends and have a drink at the bar or stay a while and enjoy the scene and savor the food.,miscellaneous,neutral,TRAINU_03041_001
This is the perfect spot to meet up with friends and have a drink at the bar or stay a while and enjoy the scene and savor the food.,food,positive,TRAINU_03041_002
This is the perfect spot to meet up with friends and have a drink at the bar or stay a while and enjoy the scene and savor the food.,place,neutral,TRAINU_03041_003
"I had six different items on the menu (yes, I am a trencherman) and three were simply OUTSTANDING: the steak, the sweetbreads (best I've ever had), and the monkfish liver (also the best I've ever had).",menu,neutral,TRAINU_03043_001
"I had six different items on the menu (yes, I am a trencherman) and three were simply OUTSTANDING: the steak, the sweetbreads (best I've ever had), and the monkfish liver (also the best I've ever had).",food,positive,TRAINU_03043_002
"It was my birthday and although they came out with of a bottle of bub, I felt embarrassed about the lack of service.",miscellaneous,neutral,TRAINU_03044_001
"It was my birthday and although they came out with of a bottle of bub, I felt embarrassed about the lack of service.",service,negative,TRAINU_03044_002
"Go in, take a deep breath and expect great food, fairly priced with just about the worst service in North Jersey!",food,positive,TRAINU_03045_001
"Go in, take a deep breath and expect great food, fairly priced with just about the worst service in North Jersey!",service,negative,TRAINU_03045_002
"The food was good but our waiters were pushy,rude and dumb.",food,positive,TRAINU_03046_001
"The food was good but our waiters were pushy,rude and dumb.",staff,negative,TRAINU_03046_002
"The staff beginning with the tall gentleman at the door, waiters, etc.",miscellaneous,neutral,TRAINU_03047_002
"my table of four was not totaly neglected, but there was a lag in how promptly we were being served.",service,negative,TRAINU_03049_002
"oh, and if you're there for drinks at 3:30 on a weekday afternoon, when the place is empty - and ask for a bread basket - they'll charge you $6.",food,neutral,TRAINU_03050_001
"oh, and if you're there for drinks at 3:30 on a weekday afternoon, when the place is empty - and ask for a bread basket - they'll charge you $6.",place,neutral,TRAINU_03050_002
"Other than the too fruity drinks at the bar which wasn't my cup of tea, everything else was excellent.",place,neutral,TRAINU_03051_001
"Other than the too fruity drinks at the bar which wasn't my cup of tea, everything else was excellent.",food,positive,TRAINU_03051_002
"I left feeling unsatisfied, except for having a nice chance to people watch in the cozy atmosphere with my over-priced pasta bolognese.",ambience,positive,TRAINU_03052_001
"I left feeling unsatisfied, except for having a nice chance to people watch in the cozy atmosphere with my over-priced pasta bolognese.",food,neutral,TRAINU_03052_002
"I would have told the wait staff if anyone had asked me if I enjoyed my meal, but no one asked.",staff,negative,TRAINU_03053_001
"I would have told the wait staff if anyone had asked me if I enjoyed my meal, but no one asked.",food,neutral,TRAINU_03053_002
"The only bad thing was that the third alien was so friendly and took a lot of time at the other tables, so she didn't come see us.",miscellaneous,neutral,TRAINU_03054_001
"The only bad thing was that the third alien was so friendly and took a lot of time at the other tables, so she didn't come see us.",place,neutral,TRAINU_03054_002
"Our dinner special included dessert, but our slow and unhelpful waitress didn't bother asking if we wanted any.",staff,negative,TRAINU_03056_002
We waited for 1 hour each time the waitress came over to our table.,staff,negative,TRAINU_03057_001
We waited for 1 hour each time the waitress came over to our table.,miscellaneous,neutral,TRAINU_03057_002
"The food was not terrible but with the prices as high as they are, I should expect better.",food,positive,TRAINU_03058_001
"The food was not terrible but with the prices as high as they are, I should expect better.",price,negative,TRAINU_03058_002
The word chicken was barely out of my mouth when the waiter rushed away from my table without asking me about side orders or a drink.,food,neutral,TRAINU_03059_001
The word chicken was barely out of my mouth when the waiter rushed away from my table without asking me about side orders or a drink.,staff,negative,TRAINU_03059_002
"We had to ask for bread after 45 minutes and even though our waiter was GREAT, he had to ask the stiff manager to comp us a round of drinks for waiting so long.",food,neutral,TRAINU_03060_002
"We had to ask for bread after 45 minutes and even though our waiter was GREAT, he had to ask the stiff manager to comp us a round of drinks for waiting so long.",service,neutral,TRAINU_03060_003
You must think that the quality is poor for them to sell it for such a low price.,price,negative,TRAINU_03061_002
WHen I politely asked for a water he pointed to the waiter and looked the other way!,food,neutral,TRAINU_03062_001
"This is one of two Ping's in Queens, the other one on Queens Blvd in Elmhurst serves great seafood dishes fished straight off clean tanks.",food,positive,TRAINU_03063_002
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",food,positive,TRAINU_03064_001
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",miscellaneous,positive,TRAINU_03064_002
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",price,neutral,TRAINU_03064_003
"The salad looked as though they have a premixed trash bag full of it, and they just dump a heap of it on a plate.",food,neutral,TRAINU_03065_001
This is the kind of place that is suppose to have pushy waiters and a loud atmosphere.,staff,negative,TRAINU_03066_002
This is the kind of place that is suppose to have pushy waiters and a loud atmosphere.,ambience,negative,TRAINU_03066_003
Our hostess was more concerned about the appearance of the banquets than wether we had the right menus.,staff,negative,TRAINU_03067_001
Our hostess was more concerned about the appearance of the banquets than wether we had the right menus.,menu,neutral,TRAINU_03067_002
"After a couple of drinks upstairs before our meal, we slipped downstairs to a nice corner table that offered plenty of privacy in this 'loud' place.",food,neutral,TRAINU_03068_001
"After a couple of drinks upstairs before our meal, we slipped downstairs to a nice corner table that offered plenty of privacy in this 'loud' place.",miscellaneous,neutral,TRAINU_03068_002
"By dessert, I gave up and sat there hopelessly watching as my rice pudding was snatched away half eaten, only to be replaced immediately with a hefty bill.",food,neutral,TRAINU_03069_001
"By dessert, I gave up and sat there hopelessly watching as my rice pudding was snatched away half eaten, only to be replaced immediately with a hefty bill.",price,negative,TRAINU_03069_002
"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.",food,neutral,TRAINU_03070_001
"a drink or two went by, but as we slowly realized our wait had become an hour from the promised 20 min, the server noted upon our inquiry that they recognized and remembered us and would seat us soon- rolling eye look- matched by a tone protesting the uncouth annoyance.",staff,negative,TRAINU_03070_003
"On your way out, pick up a bar of their Swiss chocolate.",place,neutral,TRAINU_03071_001
"The wait staff was not as attentive as I would have liked, we had to ask several times for water and refills of water, and after the food was served, no one returned to check on us.",staff,negative,TRAINU_03072_001
"The wait staff was not as attentive as I would have liked, we had to ask several times for water and refills of water, and after the food was served, no one returned to check on us.",food,neutral,TRAINU_03072_002
"We arrived on a Thursday night at 6:30 and were seated immediately (they don't take reservations), but, this small place filled up very quickly, and the bar was overflowing with people when we left.",miscellaneous,neutral,TRAINU_03073_001
"Our waitress brought him a regular coke instead of a diet coke, and the salsa had OIL floating at the top.",staff,negative,TRAINU_03074_001
"Our waitress brought him a regular coke instead of a diet coke, and the salsa had OIL floating at the top.",food,neutral,TRAINU_03074_002
"If you want peace quiet, ambience and patient service, go elsewhere.",ambience,positive,TRAINU_03075_001
"If you want peace quiet, ambience and patient service, go elsewhere.",service,positive,TRAINU_03075_002
"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",food,neutral,TRAINU_03076_001
"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff.",staff,negative,TRAINU_03076_002
"Our waiter was very prompt and friendly, but the worst part of the experience was actually after the meal when I was leaving.",food,neutral,TRAINU_03077_002
"Although almost the entire back room had tables available, the owner made people wait to be seated while dragging waitresses around by the arm and loudly telling them they were doing things wrong.",staff,negative,TRAINU_03078_002
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",food,positive,TRAINU_03079_001
"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.",menu,neutral,TRAINU_03079_002
The waitress came to our table and told us about their tempting specials.,staff,positive,TRAINU_03080_001
The waitress came to our table and told us about their tempting specials.,miscellaneous,neutral,TRAINU_03080_002
the food is still awesome - the twist on mexican is perfect - but the service is terrible - from the apathetic hosts to the unbelievably slow servers.,food,positive,TRAINU_03081_001
the food is still awesome - the twist on mexican is perfect - but the service is terrible - from the apathetic hosts to the unbelievably slow servers.,staff,negative,TRAINU_03081_002
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",food,neutral,TRAINU_03082_001
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",staff,negative,TRAINU_03082_002
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",miscellaneous,neutral,TRAINU_03082_003
"If you eat here, just keep in mind that the specials are much higher than the regular menu when ordering.",menu,neutral,TRAINU_03083_002
"Arriba Arriba has much better food, margs, and atmosphere with slightly higher prices, but well worth it.",food,positive,TRAINU_03084_001
